"Title","Rating","Reviews","Phone","Industry","Address","Website","Google Maps Link"
"Narayana e-techno School Nagpur","4.4","54","800 102 3344","School  Jai Maa Vaishno Devi Nagar Wathoda LayoutClosed ⋅ Opens 8 am","1800 102 3344","https://www.narayanaschools.in/mumbai/nagpur","https://www.google.com/maps/place/Narayana+e-techno+School+Nagpur/data=!4m7!3m6!1s0x3bd4c78e3a9f5e77:0xc2dc1dcac0fe6104!8m2!3d21.1329237!4d79.1462183!16s%2Fg%2F11h04lblnk!19sChIJd16fOo7H1DsRBGH-wMod3MI?authuser=0&hl=en&rclk=1"
"Bharti Krishna Vidya Vihar","4.3","204","712 253 1363","CBSE School  Rawal Bhavan Near Telangkhedi RdClosed ⋅ Opens 8 am","0712 253 1363","https://bkvvngp.org/","https://www.google.com/maps/place/Bharti+Krishna+Vidya+Vihar/data=!4m7!3m6!1s0x3bd4c04f0bd54207:0x5b54027e8b0b0fe5!8m2!3d21.1562721!4d79.0502927!16s%2Fg%2F1tdy7jb8!19sChIJB0LVC0_A1DsR5Q8Li34CVFs?authuser=0&hl=en&rclk=1"
"J.N. Tata Parsi Girls' High School","4.0","259","","","","http://jntataparsi.in/","https://www.google.com/maps/place/J.N.+Tata+Parsi+Girls%27+High+School/data=!4m7!3m6!1s0x3bd4c0c8458f12c9:0xc3dcb538b8e44517!8m2!3d21.1484588!4d79.0996821!16s%2Fg%2F1vd6_ssm!19sChIJyRKPRcjA1DsRF0XkuDi13MM?authuser=0&hl=en&rclk=1"
"HADAS CBSE SCHOOL","4.3","55","077579 2994","CBSE School  Ambazari Rd near Alankar Talkies SqClosed ⋅ Opens 8 am","077579 29948","http://www.hadascbseschool.com/","https://www.google.com/maps/place/HADAS+CBSE+SCHOOL/data=!4m7!3m6!1s0x3bd4c19e309cf4f3:0xa00aa56073f72174!8m2!3d21.1381587!4d79.0707605!16s%2Fg%2F11f15h7gnr!19sChIJ8_ScMJ7B1DsRdCH3c2ClCqA?authuser=0&hl=en&rclk=1"
"Sandipani School Nagpur","4.2","233","078880 6943","School  Near Friends Colony Katol Amravati RdClosed ⋅ Opens 9 am","078880 69438","http://sandipanischool.edu.in/","https://www.google.com/maps/place/Sandipani+School+Nagpur/data=!4m7!3m6!1s0x3bd4c1d3ede13c9b:0x8ff7f008257fea85!8m2!3d21.1695203!4d79.0257646!16s%2Fg%2F11b6g9vr3q!19sChIJmzzh7dPB1DsRhep_JQjw948?authuser=0&hl=en&rclk=1"
"Mount Litera Zee School - Nagpur, Ghogali","4.7","303","078880 1877","School  Pyramid City IV RdClosed ⋅ Opens 8 am","078880 18770","https://www.mountliteraghogali.com/","https://www.google.com/maps/place/Mount+Litera+Zee+School+-+Nagpur,+Ghogali/data=!4m7!3m6!1s0x3bd4bf5414f8b8cf:0x44f2329e7317a71c!8m2!3d21.0740147!4d79.1020764!16s%2Fg%2F11h8kdn6w1!19sChIJz7j4FFS_1DsRHKcXc54y8kQ?authuser=0&hl=en&rclk=1"
"B S Thulkar Public School and Junior College","4.9","78","086000 0075","School New Kailash Nagar Pragati Nagar Post near New Dhnyaneshwar NagarClosed ⋅ Opens 8 am","086000 00756","","https://www.google.com/maps/place/B+S+Thulkar+Public+School+and+Junior+College/data=!4m7!3m6!1s0x3bd4bf0e3f095f2f:0x804150bcab35212c!8m2!3d21.1141532!4d79.0990415!16s%2Fg%2F11sgv4rs9d!19sChIJL18JPw6_1DsRLCE1q7xQQYA?authuser=0&hl=en&rclk=1"
"Central School of Nagpur","5.0","2","712 264 4028","School Bus Stop Near Sakya Nagra Nara RdClosed ⋅ Opens 9 am","0712 264 4028","","https://www.google.com/maps/place/Central+School+of+Nagpur/data=!4m7!3m6!1s0x3bd4c16a8ca393dd:0xac3360af5127db78!8m2!3d21.2026524!4d79.0909408!16s%2Fg%2F11jgt92_d0!19sChIJ3ZOjjGrB1DsReNsnUa9gM6w?authuser=0&hl=en&rclk=1"
"Central India Public School","4.7","319","084597 2257","CBSE School  Suman Vihar Suman Vihar Opposite Akashwani Towers Kamptee RdClosed ⋅ Opens 9:30 am","084597 22573","http://www.cipsnagpur.edu.in/","https://www.google.com/maps/place/Central+India+Public+School/data=!4m7!3m6!1s0x3bd4c7c02aac51dd:0xb016b40e0f907a2d!8m2!3d21.2051682!4d79.142772!16s%2Fg%2F1q62gcsj9!19sChIJ3VGsKsDH1DsRLXqQDw60FrA?authuser=0&hl=en&rclk=1"
"St. Paul School, CBSE","3.4","291","094221 0834","CBSE School  Infront of Petrol Pump Hudkeshwar RdClosed ⋅ Opens 9 am","094221 08344","http://www.stpaulschool.ac.in/","https://www.google.com/maps/place/St.+Paul+School,+CBSE/data=!4m7!3m6!1s0x3bd4b8da93d3fa03:0x25922093f7278d02!8m2!3d21.0867656!4d79.1221337!16s%2Fg%2F12hmsxv_p!19sChIJA_rTk9q41DsRAo0n95MgkiU?authuser=0&hl=en&rclk=1"
"Somalwar High School & Junior College, Nikalas Branch","4.7","461","712 229 5567","High school  Rana Pratap Nagar RoadClosed ⋅ Opens 9:30 am","0712 229 5567","https://somalwarnikalas.org/","https://www.google.com/maps/place/Somalwar+High+School+%26+Junior+College,+Nikalas+Branch/data=!4m7!3m6!1s0x3bd4bf9b15e978a1:0x991448dfaede0bc4!8m2!3d21.1066336!4d79.057028!16s%2Fg%2F1trtss9m!19sChIJoXjpFZu_1DsRxAvert9IFJk?authuser=0&hl=en&rclk=1"
"St. Xavier’s High School, Kindergarten Ajni - CBSE","4.9","41","712 225 2772","International school Parulkar Layout Behind Mount Carmel SchoolClosed ⋅ Opens 7 am","0712 225 2772","https://www.ryangroup.org/site/sxksajni/","https://www.google.com/maps/place/St.+Xavier%E2%80%99s+High+School,+Kindergarten+Ajni+-+CBSE/data=!4m7!3m6!1s0x3bd4bff01f7874eb:0xcfa0da0adc3b35f6!8m2!3d21.1198808!4d79.0745768!16s%2Fg%2F11j8sldv8d!19sChIJ63R4H_C_1DsR9jU73AraoM8?authuser=0&hl=en&rclk=1"
"Kurvey's New Model Public School","3.9","77","712 224 6665","High school  Deekshabhoomi South Ambazari Road Shraddhanand Peth","0712 224 6665","https://www.kurveysschool.in/","https://www.google.com/maps/place/Kurvey%27s+New+Model+Public+School/data=!4m7!3m6!1s0x3bd4c1d45bc7c41d:0x77d2d1c61d064d19!8m2!3d21.1269994!4d79.0696787!16s%2Fg%2F1pp2vk24h!19sChIJHcTHW9TB1DsRGU0GHcbR0nc?authuser=0&hl=en&rclk=1"
"Sri Guru Harkrishan Public School","4.1","125","712 256 1288","CBSE School  53CR+GWV Beside Gurunanak High SchoolClosed ⋅ Opens 7 am","0712 256 1288","https://www.sghps.ac.in/","https://www.google.com/maps/place/Sri+Guru+Harkrishan+Public+School/data=!4m7!3m6!1s0x3bd4c120d6c732f7:0xdf5514dcadf70262!8m2!3d21.1713637!4d79.0923069!16s%2Fg%2F1tfjjl8t!19sChIJ9zLH1iDB1DsRYgL3rdwUVd8?authuser=0&hl=en&rclk=1"
"ePathshala CBSE School Nagpur","4.1","13","788 788 9305","CBSE School 390Closed ⋅ Opens 9 am","0788 788 9305","http://epathshalaonline.com/","https://www.google.com/maps/place/ePathshala+CBSE+School+Nagpur/data=!4m7!3m6!1s0x3bd4c0abf05b3659:0x21428d60be802c4c!8m2!3d21.1278948!4d79.1046692!16s%2Fg%2F11c6vcn836!19sChIJWTZb8KvA1DsRTCyAvmCNQiE?authuser=0&hl=en&rclk=1"
"Podar International School Nagpur Besa (CBSE)","4.4","223","063664 3787","CBSE School  Khasra No 182/1 Survey No38 A Mauza Gotadpanjari Vela Hari RdClosed ⋅ Opens 8 am","063664 37871","https://www.podareducation.org/school/nagpurbesa/?utm_source=gmb&utm_medium=organic&utm_campaign=sulekhapromanage_podar_school","https://www.google.com/maps/place/Podar+International+School+Nagpur+Besa+%28CBSE%29/data=!4m7!3m6!1s0x3bd4bf4e0b7079df:0x41f7eb8a3932c2c6!8m2!3d21.061327!4d79.0937058!16s%2Fg%2F11h0jtfg2!19sChIJ33lwC06_1DsRxsIyOYrr90E?authuser=0&hl=en&rclk=1"
"Prashant High School","4.5","35","090213 6812","School Mankapur Ring Rd near Hirwi Nagar ChowkClosed ⋅ Opens 11 am","090213 68129","","https://www.google.com/maps/place/Prashant+High+School/data=!4m7!3m6!1s0x3bd4c76af6b6a6ed:0x6d5f6728988c6047!8m2!3d21.1455282!4d79.1341762!16s%2Fg%2F1263_rxct!19sChIJ7aa29mrH1DsRR2CMmChnX20?authuser=0&hl=en&rclk=1"
"D Y Patil International CBSE School-Best CBSE School Mihan/Best Sports School Nagpur/Best CBSE School In Nagpur","4.2","35","084849 1151","CBSE School  Mihan project area Near W" building Khapri Wardha RoadClosed ⋅ Opens 9 am","084849 11513","http://dypisnagpur.in/?utm_source=GMBListing&utm_medium=organic","https://www.google.com/maps/place/D+Y+Patil+International+CBSE+School-Best+CBSE+School+Mihan%2FBest+Sports+School+Nagpur%2FBest+CBSE+School+In+Nagpur/data=!4m7!3m6!1s0x3bd4be141fc1b2ed:0xaae39f979a2aab43!8m2!3d21.0444338!4d79.0370876!16s%2Fg%2F1hc2hcwzf!19sChIJ7bLBHxS-1DsRQ6sqmpef46o?authuser=0&hl=en&rclk=1"
"Arqam Public School","4.8","34","712 258 2505","School 7 Mankapur Ring RdClosed ⋅ Opens 8:30 am","0712 258 2505","http://www.arqampublicschool.org/","https://www.google.com/maps/place/Arqam+Public+School/data=!4m7!3m6!1s0x3bd4c10b988f30eb:0x33cef22be6055c7!8m2!3d21.1874173!4d79.0688087!16s%2Fg%2F12hm2xhxb!19sChIJ6zCPmAvB1DsRx1VgviLvPAM?authuser=0&hl=en&rclk=1"
"Priyadarshini Nagpur Public School","4.0","71","712 272 1129","School  Bhandara RdClosed ⋅ Opens 8 am","0712 272 1129","http://www.pnps.edu.in/","https://www.google.com/maps/place/Priyadarshini+Nagpur+Public+School/data=!4m7!3m6!1s0x3bd4c7468c386a5d:0x3cd54adc32296407!8m2!3d21.1426004!4d79.1242042!16s%2Fg%2F1q65xr9wn!19sChIJXWo4jEbH1DsRB2QpMtxK1Tw?authuser=0&hl=en&rclk=1"
