"Title","Rating","Reviews","Phone","Industry","Address","Website","Google Maps Link"
"Orange City College of Social Work, Koradi Road, Nagpur","4.3","41","","College  Plot No 8 Near 2nd Railway Crossing Smruti Nagar Road Maharashtra Koradi RdOpen","","","https://www.google.com/maps/place/Orange+City+College+of+Social+Work,+Koradi+Road,+Nagpur/data=!4m7!3m6!1s0x3bd4c3fd6d22a0a1:0x1ffe2ecdc234b214!8m2!3d21.2146893!4d79.0764912!16s%2Fg%2F11f7b4h499!19sChIJoaAibf3D1DsRFLI0ws0u_h8?authuser=0&hl=en&rclk=1"
"Nagpur Paramedical College","4.8","5","","","","http://www.ncnps.co.in/","https://www.google.com/maps/place/Nagpur+Paramedical+College/data=!4m7!3m6!1s0x3bd4c19a4ca30d27:0x28593220098831bc!8m2!3d21.2042639!4d79.0506035!16s%2Fg%2F11stld5xz1!19sChIJJw2jTJrB1DsRvDGICSAyWSg?authuser=0&hl=en&rclk=1"
"Ramdeobaba College of engineering","","","","","","","https://www.google.com/maps/place/Ramdeobaba+College+of+engineering/data=!4m7!3m6!1s0x3bd4c1006178da77:0x9a34e602bd0f7000!8m2!3d21.1718692!4d79.0506339!16s%2Fg%2F11w9968t_p!19sChIJd9p4YQDB1DsRAHAPvQLmNJo?authuser=0&hl=en&rclk=1"
"Jeevoday College of Special Education (MR)","5.0","5","098902 7911","College  SFS High School & Junior College Compound Residency RdClosed ⋅ Opens 10 am Wed","098902 79110","https://www.jeevodayschool.com/about-us","https://www.google.com/maps/place/Jeevoday+College+of+Special+Education+%28MR%29/data=!4m7!3m6!1s0x3bd4c0e3dc78a4e3:0x96626a163ba73835!8m2!3d21.1605448!4d79.0803883!16s%2Fg%2F1q69k8g5r!19sChIJ46R43OPA1DsRNTinOxZqYpY?authuser=0&hl=en&rclk=1"
"Institute of Fire Engineers (IFE), Nagpur","4.5","17","098231 3441","College  Makardhokada H No 437/A/1 Katol RdCloses soon ⋅ 6 pm ⋅ Opens 8 am Wed","098231 34416","http://ife.org.in/","https://www.google.com/maps/place/Institute+of+Fire+Engineers+%28IFE%29,+Nagpur/data=!4m7!3m6!1s0x3bd4c1cf10ac66b7:0x82e237f06e1c04f9!8m2!3d21.1747582!4d79.0545414!16s%2Fg%2F11fy7fpsd7!19sChIJt2asEM_B1DsR-QQcbvA34oI?authuser=0&hl=en&rclk=1"
"K. C. Bajaj College of Pharmacy & Research","5.0","2","078880 0043","College K C Bajaj Marg near Mahatma Gandhi Centennial Sindhu High SchoolClosed ⋅ Opens 10 am Wed","078880 00438","https://www.kcbcpr.com/","https://www.google.com/maps/place/K.+C.+Bajaj+College+of+Pharmacy+%26+Research/data=!4m7!3m6!1s0x3bd4c15a0d7d395f:0x9ca28c663b363a78!8m2!3d21.1771498!4d79.0941136!16s%2Fg%2F11vhh7fk97!19sChIJXzl9DVrB1DsReDo2O2aMopw?authuser=0&hl=en&rclk=1"
"Dr. B. R. A. Law college","4.4","32","","","","https://drbralawcollege.in/","https://www.google.com/maps/place/Dr.+B.+R.+A.+Law+college/data=!4m7!3m6!1s0x3bd4c1f53e379483:0x635c922a4691726d!8m2!3d21.1967443!4d79.087317!16s%2Fg%2F11g137v7p0!19sChIJg5Q3PvXB1DsRbXKRRiqSXGM?authuser=0&hl=en&rclk=1"
"NEIT GOVT ANIMATION COLLEGE","4.9","66","098344 1987","College Humpyard RdClosed ⋅ Opens 9 am Wed","098344 19871","http://www.neitanimation.com/","https://www.google.com/maps/place/NEIT+GOVT+ANIMATION+COLLEGE/data=!4m7!3m6!1s0x3bd4c105d3013ba9:0x403e4dd59b4f3a29!8m2!3d21.130468!4d79.0818642!16s%2Fg%2F11frndk9_x!19sChIJqTsB0wXB1DsRKTpPm9VNPkA?authuser=0&hl=en&rclk=1"
"S. C. S. Girls Junior College","","","099705 1635","","099705 16352","","https://www.google.com/maps/place/S.+C.+S.+Girls+Junior+College/data=!4m7!3m6!1s0x3bd4c0d6bacc9a6f:0x441031dfd226d63f!8m2!3d21.1467919!4d79.0838998!16s%2Fg%2F11s82yn4xr!19sChIJb5rMutbA1DsRP9Ym0t8xEEQ?authuser=0&hl=en&rclk=1"
"KOLTE PATIL NURSING COLLEGE","","","","","","","https://www.google.com/maps/place/KOLTE+PATIL+NURSING+COLLEGE/data=!4m7!3m6!1s0x3bd4eb000cae674d:0xb7a03cfb1d3dbb4e!8m2!3d21.154496!4d79.0055866!16s%2Fg%2F11w1n5lplw!19sChIJTWeuDADr1DsRTrs9Hfs8oLc?authuser=0&hl=en&rclk=1"
"Vasantrao Naik Government Institute Of Arts And Social Sciences","4.2","297","712 256 5658","College  532J+PQ2 Sitabuldi Opp Vidhan Bhawan","0712 256 5658","http://vngiassnagpur.ac.in/","https://www.google.com/maps/place/Vasantrao+Naik+Government+Institute+Of+Arts+And+Social+Sciences/data=!4m7!3m6!1s0x3bd4c0e9490cf23d:0xe94afc18fb29280d!8m2!3d21.1517716!4d79.0819022!16s%2Fm%2F0b75bnk!19sChIJPfIMSenA1DsRDSgp-xj8Suk?authuser=0&hl=en&rclk=1"
"Lady Amritbai Daga College & Smt. Ratnidevi Purohit College","3.8","292","712 224 6623","College  43M4+GV7 Ambazari Rd near LAD Metro StationCloses soon ⋅ 5:30 pm ⋅ Opens 10:30 am Wed","0712 224 6623","http://ladcollege.ac.in/","https://www.google.com/maps/place/Lady+Amritbai+Daga+College+%26+Smt.+Ratnidevi+Purohit+College/data=!4m7!3m6!1s0x3bd4c0623eb1459b:0x89b45b497d95e942!8m2!3d21.1338502!4d79.05722!16s%2Fg%2F11fz9hzcqv!19sChIJm0WxPmLA1DsRQumVfUlbtIk?authuser=0&hl=en&rclk=1"
"Shat Ayu College","3.8","26","073855 3036","College A/5 Mankapur Ring RdClosed ⋅ Opens 10 am Wed","073855 30360","http://www.shatayucollege.in/","https://www.google.com/maps/place/Shat+Ayu+College/data=!4m7!3m6!1s0x3bd4c00865865e33:0x996cfa6379725032!8m2!3d21.1200255!4d79.0317036!16s%2Fg%2F11btyw3m2z!19sChIJM16GZQjA1DsRMlByeWP6bJk?authuser=0&hl=en&rclk=1"
"Ram Nagar Bharat Vidhyalay & Junior College","4.1","31","712 321 7077","Junior college  Cement RdCloses soon ⋅ 5:30 pm ⋅ Opens 10:30 am Wed","0712 321 7077","","https://www.google.com/maps/place/Ram+Nagar+Bharat+Vidhyalay+%26+Junior+College/data=!4m7!3m6!1s0x3bd4c067c6baf3cf:0x7dd3739f934f1567!8m2!3d21.1409488!4d79.0543187!16s%2Fg%2F1q6bl60g1!19sChIJz_O6xmfA1DsRZxVPk59z030?authuser=0&hl=en&rclk=1"
"Dayanand Arya Kanya Mahavidyalaya","3.9","125","712 263 3233","Women's College  53JR+7RC Nara Rd Near Janatha Hospital","0712 263 3233","http://dakmnagpur.in/","https://www.google.com/maps/place/Dayanand+Arya+Kanya+Mahavidyalaya/data=!4m7!3m6!1s0x3bd4c122bfffffff:0xd922ea90e624e077!8m2!3d21.1806996!4d79.0920224!16s%2Fg%2F1tgllc3t!19sChIJ____vyLB1DsRd-Ak5pDqItk?authuser=0&hl=en&rclk=1"
"Mind Space College","4.3","4","084462 3780","College 539X+H36Open ⋅ Closes 8 pm","084462 37804","","https://www.google.com/maps/place/Mind+Space+College/data=!4m7!3m6!1s0x3bd4c1512a736d31:0xeffe5325ba74cd8c!8m2!3d21.1689022!4d79.0976297!16s%2Fg%2F11nxpyrspj!19sChIJMW1zKlHB1DsRjM10uiVT_u8?authuser=0&hl=en&rclk=1"
"A.G. College of Arts & Commerce","3.8","27","","","","","https://www.google.com/maps/place/A.G.+College+of+Arts+%26+Commerce/data=!4m7!3m6!1s0x3bd4c102ceaac0a3:0x88ab171b560df60c!8m2!3d21.169576!4d79.0754716!16s%2Fg%2F11g8sx_3d9!19sChIJo8CqzgLB1DsRDPYNVhsXq4g?authuser=0&hl=en&rclk=1"
"Shri Mathuradas Mohota College of Science, Nagpur","4.0","390","712 274 4992","College  Sakkardara Chowk Umred RdCloses soon ⋅ 6 pm ⋅ Opens 7 am Wed","0712 274 4992","http://mohotasci.edu.in/","https://www.google.com/maps/place/Shri+Mathuradas+Mohota+College+of+Science,+Nagpur/data=!4m7!3m6!1s0x3bd4c75662105e5f:0x1fb24a7b4b9889be!8m2!3d21.1290151!4d79.1115475!16s%2Fg%2F1tdqfy8k!19sChIJX14QYlbH1DsRvomYS3tKsh8?authuser=0&hl=en&rclk=1"
"Anjuman college of Engineering and Technology","3.9","246","712 258 2749","College  538J+385 Mangalwari Bazar Rd","0712 258 2749","","https://www.google.com/maps/place/Anjuman+college+of+Engineering+and+Technology/data=!4m7!3m6!1s0x3bd4c10437c37685:0xa2949c9d9fc2f903!8m2!3d21.1651333!4d79.0808737!16s%2Fm%2F0b6h3lw!19sChIJhXbDNwTB1DsRA_nCn52clKI?authuser=0&hl=en&rclk=1"
"Tirpude College Of Social Works","4.3","144","","","","","https://www.google.com/maps/place/Tirpude+College+Of+Social+Works/data=!4m7!3m6!1s0x3bd4c0fc1dbccfe5:0x8c4224cb5831f42!8m2!3d21.1625729!4d79.0707183!16s%2Fg%2F11f__gh11c!19sChIJ5c-8HfzA1DsRQh-DtUwixAg?authuser=0&hl=en&rclk=1"
"Umme Salma Girls College of Science and Arts","4.3","19","","","","","https://www.google.com/maps/place/Umme+Salma+Girls+College+of+Science+and+Arts/data=!4m7!3m6!1s0x3bd4c0ce54939b65:0xaf39fda2d67c09f!8m2!3d21.1550052!4d79.1013332!16s%2Fg%2F1hhmcnvps!19sChIJZZuTVM7A1DsRn8BnLdqf8wo?authuser=0&hl=en&rclk=1"
"Ravi Junior College","4.0","24","","","","","https://www.google.com/maps/place/Ravi+Junior+College/data=!4m7!3m6!1s0x3bd4c0b3afe84ead:0xb8ce66bd601b99fd!8m2!3d21.1315509!4d79.1161459!16s%2Fg%2F11fzfdmysb!19sChIJrU7or7PA1DsR_ZkbYL1mzrg?authuser=0&hl=en&rclk=1"
"G H Raisoni College of Engineering and Management, Nagpur (GHRCEMN)","3.9","582","","","","http://ghrcemn.raisoni.net/","https://www.google.com/maps/place/G+H+Raisoni+College+of+Engineering+and+Management,+Nagpur+%28GHRCEMN%29/data=!4m7!3m6!1s0x3bd4eab12bd10cef:0xf6e67c2f0a066c27!8m2!3d21.1240968!4d79.0030494!16s%2Fm%2F0bmdt0k!19sChIJ7wzRK7Hq1DsRJ2wGCi985vY?authuser=0&hl=en&rclk=1"
"Sadabai Raisoni Women's College","4.1","124","712 646 4047","College  Corporate Office: 345 Shri Mohini Complex Kingsway RdClosed ⋅ Opens 9 am Wed","0712 646 4047","http://srwc.raisoni.net/","https://www.google.com/maps/place/Sadabai+Raisoni+Women%27s+College/data=!4m7!3m6!1s0x3bd4c0e0cd42a02d:0x6f64b24ac4370bde!8m2!3d21.1538262!4d79.0850479!16s%2Fg%2F1hg4y3j7j!19sChIJLaBCzeDA1DsR3gs3xEqyZG8?authuser=0&hl=en&rclk=1"
"C.P and Berar E.S. College","3.9","304","712 272 2329","College  44R5+9J2Closed ⋅ Opens 10 am Wed","0712 272 2329","http://www.cpberar.co.in/","https://www.google.com/maps/place/C.P+and+Berar+E.S.+College/data=!4m7!3m6!1s0x3bd4c74cb38c00ab:0xa995926991dc0900!8m2!3d21.1408782!4d79.1090308!16s%2Fg%2F1tlnbwzj!19sChIJqwCMs0zH1DsRAAnckWmSlak?authuser=0&hl=en&rclk=1"
"Renaissance College","4.3","81","095187 0432","College Bus Stop Sakya Nagri Near NaraCloses soon ⋅ 6 pm ⋅ Opens 9 am Wed","095187 04326","http://www.renasa.org/","https://www.google.com/maps/place/Renaissance+College/data=!4m7!3m6!1s0x3bd4c122bfffffff:0xc357aaf4eca2b188!8m2!3d21.2027234!4d79.0906892!16s%2Fg%2F1tc_v178!19sChIJ____vyLB1DsRiLGi7PSqV8M?authuser=0&hl=en&rclk=1"
"Anjuman Girls Degree College Sadar, Nagpur","4.7","19","712 254 3225","College  Anjuman Complex Mangalbazar roadClosed ⋅ Opens 10 am Wed","0712 254 3225","http://www.agdca.in/","https://www.google.com/maps/place/Anjuman+Girls+Degree+College+Sadar,+Nagpur/data=!4m7!3m6!1s0x3bd4c0fcc0000001:0x62ecfd8214757826!8m2!3d21.1640263!4d79.0807401!16s%2Fg%2F11bt_h1b9n!19sChIJAQAAwPzA1DsRJnh1FIL97GI?authuser=0&hl=en&rclk=1"
"Centre Point College","4.0","9","","","","","https://www.google.com/maps/place/Centre+Point+College/data=!4m7!3m6!1s0x3bd4c05e7aaaaaab:0xe40733db573e19f3!8m2!3d21.1456268!4d79.0593001!16s%2Fg%2F1hc1jr1c2!19sChIJq6qqel7A1DsR8xk-V9szB-Q?authuser=0&hl=en&rclk=1"
"Decent junior college","4.1","56","094230 7367","College Closed ⋅ Opens 10 am Wed","094230 73670","http://decentgroup.co.in/","https://www.google.com/maps/place/Decent+junior+college/data=!4m7!3m6!1s0x3bd4c0fc63be13c9:0x1bee447366fd499f!8m2!3d21.1626516!4d79.072595!16s%2Fg%2F11b5phy9ff!19sChIJyRO-Y_zA1DsRn0n9ZnNE7hs?authuser=0&hl=en&rclk=1"
"KDM Girls College(Smt. Kaushalyadevi Maheshwari Mahila Mahavidyalaya)","4.0","97","712 277 4939","Women's College  Plot No 85/C behind Jalaram Mangal KaryalayaCloses soon ⋅ 5:30 pm ⋅ Opens 10:30 am Wed","0712 277 4939","http://kdmcollege.in/","https://www.google.com/maps/place/KDM+Girls+College%28Smt.+Kaushalyadevi+Maheshwari+Mahila+Mahavidyalaya%29/data=!4m7!3m6!1s0x3bd4c741d82aee1d:0xaf560f314cacac02!8m2!3d21.144206!4d79.1322497!16s%2Fg%2F1hd_h2tpz!19sChIJHe4q2EHH1DsRAqysTDEPVq8?authuser=0&hl=en&rclk=1"
"Shri Ramdeobaba College of Engineering and Management","4.3","1,424","712 258 0011","College  53G6+JJX Shri Ramdeobaba College of Engineering and Management Katol RdCloses soon ⋅ 6 pm ⋅ Opens 8 am Wed","0712 258 0011","http://www.rknec.edu/","https://www.google.com/maps/place/Shri+Ramdeobaba+College+of+Engineering+and+Management/data=!4m7!3m6!1s0x3bd4c1a8970c08e9:0xfe4a9c97e7e671cb!8m2!3d21.1766214!4d79.0616223!16s%2Fm%2F05szf_z!19sChIJ6QgMl6jB1DsRy3Hm55ecSv4?authuser=0&hl=en&rclk=1"
"Raosaheb Thawre Junior College","4.1","71","080872 9932","Junior college 43CR+77F Ridge Rd","080872 99329","","https://www.google.com/maps/place/Raosaheb+Thawre+Junior+College/data=!4m7!3m6!1s0x3bd4bf5f68a954ad:0x89d722f27aafe82b!8m2!3d21.1206777!4d79.0906828!16s%2Fg%2F1td70gcj!19sChIJrVSpaF-_1DsRK-ivevIi14k?authuser=0&hl=en&rclk=1"
"Shree Binzani City College","4.0","250","086007 8628","College  Umred Rd Sakkardara RdClosed ⋅ Opens 7:30 am Wed","086007 86289","https://www.binzanicitycollege.in/","https://www.google.com/maps/place/Shree+Binzani+City+College/data=!4m7!3m6!1s0x3bd4c754a4cc67d5:0xbf9f159dbced1f65!8m2!3d21.12829!4d79.110572!16s%2Fg%2F11gbwxsx27!19sChIJ1WfMpFTH1DsRZR_tvJ0Vn78?authuser=0&hl=en&rclk=1"
"Department of Business Management C. P. & Berar E. S. College","4.0","35","712 254 0149","College  5334+752 Telangkhedi Rd opposite CP Club Road","0712 254 0149","http://www.cpberar.co.in/","https://www.google.com/maps/place/Department+of+Business+Management+C.+P.+%26+Berar+E.+S.+College/data=!4m7!3m6!1s0x3bd4c0c011f8b8d1:0x1e5f1ccf6812cef2!8m2!3d21.1531439!4d79.0553805!16s%2Fg%2F1tfq3360!19sChIJ0bj4EcDA1DsR8s4SaM8cXx4?authuser=0&hl=en&rclk=1"
"Ramdeobaba College Industrial Department","4.8","14","","","","","https://www.google.com/maps/place/Ramdeobaba+College+Industrial+Department/data=!4m7!3m6!1s0x3bd4c174a61f47fd:0xb246c0321fe1b2e5!8m2!3d21.1771582!4d79.0607614!16s%2Fg%2F11g48xtwdp!19sChIJ_UcfpnTB1DsR5bLhHzLARrI?authuser=0&hl=en&rclk=1"
"Dinanath High School and Junior College","4.3","316","","","","","https://www.google.com/maps/place/Dinanath+High+School+and+Junior+College/data=!4m7!3m6!1s0x3bd4c097077d6851:0x9cd559fffd7001db!8m2!3d21.1350448!4d79.0840757!16s%2Fg%2F1v3dql4p!19sChIJUWh9B5fA1DsR2wFw_f9Z1Zw?authuser=0&hl=en&rclk=1"
"SUYASH COLLEGE OF EDUCATION","4.2","20","072760 1170","College  445M+PR4 Vaibhav Nagar Narsala Road Dighori Umrer Road","072760 11702","http://suyashcollege.org/","https://www.google.com/maps/place/SUYASH+COLLEGE+OF+EDUCATION/data=!4m7!3m6!1s0x3bd4b8967c07335b:0x1b6bbb1b79378c0b!8m2!3d21.1092508!4d79.1345813!16s%2Fg%2F11c6zmtmzc!19sChIJWzMHfJa41DsRC4w3eRu7axs?authuser=0&hl=en&rclk=1"
"Dr. S.C.Gulhane Prerna College of Commerce,Science & Art","3.8","533","712 274 5296","College  44J4+FW9Closed ⋅ Opens 10 am Wed","0712 274 5296","https://prernacollegeofcommerce.org/","https://www.google.com/maps/place/Dr.+S.C.Gulhane+Prerna+College+of+Commerce,Science+%26+Art/data=!4m7!3m6!1s0x3bd4c0acfbee5909:0x9fa13f150da5128e!8m2!3d21.1311612!4d79.107352!16s%2Fg%2F1thsdcw6!19sChIJCVnu-6zA1DsRjhKlDRU_oZ8?authuser=0&hl=en&rclk=1"
"Sharad pawar college of arts and commerce","4.0","6","","","","","https://www.google.com/maps/place/Sharad+pawar+college+of+arts+and+commerce/data=!4m7!3m6!1s0x3bd4bf343306e7fd:0x1ebeeb5477e67e7a!8m2!3d21.0997149!4d79.0673511!16s%2Fg%2F11v0_fd2cc!19sChIJ_ecGMzS_1DsRen7md1Trvh4?authuser=0&hl=en&rclk=1"
"Priyadarshini College of Engineering","4.2","1,085","","College  Priyadarshini Campus Hingna RdCloses soon ⋅ 6 pm ⋅ Opens 9 am Wed","07104 299 681","https://www.pcenagpur.edu.in/","https://www.google.com/maps/place/Priyadarshini+College+of+Engineering/data=!4m7!3m6!1s0x3bd4955ae1d75a6d:0x639a1ab160553db3!8m2!3d21.1014391!4d79.00683!16s%2Fg%2F119w7jdhd!19sChIJbVrX4VqV1DsRsz1VYLEammM?authuser=0&hl=en&rclk=1"
"Nagpur Veterinary College, Nagpur","4.3","569","712 251 0883","Government college  528W+39QClosed ⋅ Opens 10 am Wed","0712 251 0883","http://www.nvcnagpur.net.in/","https://www.google.com/maps/place/Nagpur+Veterinary+College,+Nagpur/data=!4m7!3m6!1s0x3bd4c04aa5555555:0x15bde89743c58b21!8m2!3d21.1652176!4d79.0459737!16s%2Fm%2F07k7gnw!19sChIJVVVVpUrA1DsRIYvFQ5fovRU?authuser=0&hl=en&rclk=1"
"Shri Niketan Arts Commerce College Nagpur","4.0","39","075883 1412","College  Great Nag RdClosed ⋅ Opens 10:30 am Wed","075883 14122","http://shriniketan.org/","https://www.google.com/maps/place/Shri+Niketan+Arts+Commerce+College+Nagpur/data=!4m7!3m6!1s0x3bd4c742d0c0be09:0x239a63a71be65726!8m2!3d21.1387321!4d79.1155637!16s%2Fg%2F11s0t44w67!19sChIJCb7A0ELH1DsRJlfmG6djmiM?authuser=0&hl=en&rclk=1"
"AMB College","4.6","26","","","","https://www.ambcollegenagpur.org/","https://www.google.com/maps/place/AMB+College/data=!4m7!3m6!1s0x3bd4bf493350c1b3:0x96823410974d876e!8m2!3d21.1049911!4d79.1025411!16s%2Fg%2F11b5pkxw80!19sChIJs8FQM0m_1DsRbodNlxA0gpY?authuser=0&hl=en&rclk=1"
"Sheeladevi College Of Education","5.0","2","","","","","https://www.google.com/maps/place/Sheeladevi+College+Of+Education/data=!4m7!3m6!1s0x3bd4eb8c3fbbf681:0xab54545ce99e7c05!8m2!3d21.15438!4d78.9942548!16s%2Fg%2F11qzwsl5hs!19sChIJgfa7P4zr1DsRBXye6VxUVKs?authuser=0&hl=en&rclk=1"
"National College Of Management","4.8","11","093265 0539","Junior college 6328+7XC Godhani RoadClosed ⋅ Opens 6 am Wed","093265 05398","","https://www.google.com/maps/place/National+College+Of+Management/data=!4m7!3m6!1s0x3bd4c1770a1c88e1:0x62be6812098bd4d3!8m2!3d21.2006995!4d79.0673847!16s%2Fg%2F11b5pk192q!19sChIJ4YgcCnfB1DsR09SLCRJovmI?authuser=0&hl=en&rclk=1"
"Siddeshwar College","3.3","4","","","","","https://www.google.com/maps/place/Siddeshwar+College/data=!4m7!3m6!1s0x3bd4bf4e647912df:0x89e2a4f24a8be4de!8m2!3d21.1081168!4d79.1030324!16s%2Fg%2F1q67wjs8s!19sChIJ3xJ5ZE6_1DsR3uSLSvKk4ok?authuser=0&hl=en&rclk=1"
"central india college of education","3.9","8","712 266 9528","College  538J+3PH Behind Godhani Railway StationClosed ⋅ Opens 10:30 am Wed","0712 266 9528","http://www.cicertm.in/","https://www.google.com/maps/place/central+india+college+of+education/data=!4m7!3m6!1s0x3bd4c0e178be05d5:0x3fb98c8800b2aed8!8m2!3d21.1651858!4d79.0818707!16s%2Fg%2F11c5rpq4bh!19sChIJ1QW-eOHA1DsR2K6yAIiMuT8?authuser=0&hl=en&rclk=1"
"G H Raisoni College of Arts, Commerce, Science Nagpur","3.8","259","712 661 7181","College  Riaan Tower Mangalwari Bazar RdClosed ⋅ Opens 9 am Wed","0712 661 7181","http://ghrcacsn.raisoni.net/","https://www.google.com/maps/place/G+H+Raisoni+College+of+Arts,+Commerce,+Science+Nagpur/data=!4m7!3m6!1s0x3bd4c0f8e305ba0f:0x18caf72ea2925bf2!8m2!3d21.1651003!4d79.081527!16s%2Fg%2F11b7y9j9_7!19sChIJD7oF4_jA1DsR8luSoi73yhg?authuser=0&hl=en&rclk=1"
"Bhide High School & Junior College","4.1","43","","","","","https://www.google.com/maps/place/Bhide+High+School+%26+Junior+College/data=!4m7!3m6!1s0x3bd4c095a57e381d:0x1a4c58b994e83d98!8m2!3d21.141565!4d79.0851503!16s%2Fg%2F1tdn2k4w!19sChIJHTh-pZXA1DsRmD3olLlYTBo?authuser=0&hl=en&rclk=1"
"Bhadant dhamkirti junior college","4.0","10","","","","","https://www.google.com/maps/place/Bhadant+dhamkirti+junior+college/data=!4m7!3m6!1s0x3bd4c160ee94dc7b:0x1cb78a608980542c!8m2!3d21.185344!4d79.0933524!16s%2Fg%2F11llk9x967!19sChIJe9yU7mDB1DsRLFSAiWCKtxw?authuser=0&hl=en&rclk=1"
"Nirala Vidyalaya College","3.4","100","","","","","https://www.google.com/maps/place/Nirala+Vidyalaya+College/data=!4m7!3m6!1s0x3bd4c0c5ed9315b3:0xe91be6019c96fdfb!8m2!3d21.152796!4d79.0973018!16s%2Fg%2F1q67q35h2!19sChIJsxWT7cXA1DsR-_2WnAHmG-k?authuser=0&hl=en&rclk=1"
