"Title","Rating","Reviews","Phone","Industry","Address","Website","Google Maps Link"
"RAJVARSH INDUSTRIES PVT. LTD.","5.0","1","712 244 5556","Packaging company Plot No S-203 Salasar Square Building 41/A Humpyard RdClosed ⋅ Opens 10 am","0712 244 5556","https://rajvarsh.com/","https://www.google.com/maps/place/RAJVARSH+INDUSTRIES+PVT.+LTD./data=!4m7!3m6!1s0x3bd4c17a16409dc5:0xdbeaa28207408139!8m2!3d21.1304692!4d79.0830138!16s%2Fg%2F11n5hz812f!19sChIJxZ1AFnrB1DsROYFAB4Ki6ts?authuser=0&hl=en&rclk=1"
"Royal Industries","5.0","2","082086 9165","Oil Store  118 Darshan Colony Main RdClosed ⋅ Opens 9 am","082086 91655","https://pdigiworld.in/Royal-Industries","https://www.google.com/maps/place/Royal+Industries/data=!4m7!3m6!1s0x3bd4c7609587e9b1:0x2e668055c108828a!8m2!3d21.135835!4d79.1266964!16s%2Fg%2F11s3xbr3bm!19sChIJsemHlWDH1DsRioIIwVWAZi4?authuser=0&hl=en&rclk=1"
"Solar Industries India ltd","4.0","62","","Manufacturer  Zade Building","11 440033","https://solargroup.com/","https://www.google.com/maps/place/Solar+Industries+India+ltd/data=!4m7!3m6!1s0x3bd4c0c011f8b8d1:0x7609b75ae20127d1!8m2!3d21.1493755!4d79.0510062!16s%2Fg%2F11dflcl_7h!19sChIJ0bj4EcDA1DsR0ScB4lq3CXY?authuser=0&hl=en&rclk=1"
"TEJ INDUSTRIES","5.0","2","","Manufacturer 2nd Floor B wing Mangalwari Complex Block No","10080 3774 4686","https://www.tejindustries.co.in/","https://www.google.com/maps/place/TEJ+INDUSTRIES/data=!4m7!3m6!1s0x3bd4c0f855555555:0x3b09004a245951ec!8m2!3d21.1650724!4d79.0814835!16s%2Fg%2F11jdmchcx0!19sChIJVVVVVfjA1DsR7FFZJEoACTs?authuser=0&hl=en&rclk=1"
"Priya Chemical & Colour","4.4","18","093718 6675","Manufacturer Rahul Complex-II Agyaramdevi Road St Stand RdClosed ⋅ Opens 9 am","093718 66752","","https://www.google.com/maps/place/Priya+Chemical+%26+Colour/data=!4m7!3m6!1s0x3bd4c177c062c7bd:0x77fdf5b644adbb66!8m2!3d21.1406528!4d79.095571!16s%2Fg%2F11g71fpt2f!19sChIJvcdiwHfB1DsRZrutRLb1_Xc?authuser=0&hl=en&rclk=1"
"MMP Industries Ltd.","4.1","12","712 252 4645","Aluminium Supplier 533M+GVM Unnamed Road","0712 252 4645","http://www.mmpil.com/","https://www.google.com/maps/place/MMP+Industries+Ltd./data=!4m7!3m6!1s0x3bd4c0f3c0000001:0xfd244423f41fc26a!8m2!3d21.1538302!4d79.0846718!16s%2Fg%2F1wfcmm36!19sChIJAQAAwPPA1DsRasIf9CNEJP0?authuser=0&hl=en&rclk=1"
"Steelmet Industries - Manufacturer of Bright Steel Bars Rounds, Squares, Flats, Hexagons","4.0","4","712 272 8071","Manufacturer 8 Bhagwagar Bhawan behind Shivraj Hotel off Central AvenueClosed ⋅ Opens 10 am","0712 272 8071","https://www.steelmet.in/","https://www.google.com/maps/place/Steelmet+Industries+-+Manufacturer+of+Bright+Steel+Bars+Rounds,+Squares,+Flats,+Hexagons/data=!4m7!3m6!1s0x3bd4c0c43fc4cf77:0x2dc268a188df60c4!8m2!3d21.1526366!4d79.0942755!16s%2Fg%2F1tj_3q66!19sChIJd8_EP8TA1DsRxGDfiKFowi0?authuser=0&hl=en&rclk=1"
"Mayur Industries : Camphor Manufacturer In Nagpur, Camphor Market In India","3.9","10","712 276 8668","Manufacturer Kirana OliClosed ⋅ Opens 10 am","0712 276 8668","","https://www.google.com/maps/place/Mayur+Industries+:+Camphor+Manufacturer+In+Nagpur,+Camphor+Market+In+India/data=!4m7!3m6!1s0x3bd4c732c5e50fc5:0xd5c61c2e10497879!8m2!3d21.1563721!4d79.1104486!16s%2Fg%2F1q6cxx9q9!19sChIJxQ_lxTLH1DsReXhJEC4cxtU?authuser=0&hl=en&rclk=1"
"Utex Industries Private Limited","4.5","15","","","","https://www.utexindustries.org/","https://www.google.com/maps/place/Utex+Industries+Private+Limited/data=!4m7!3m6!1s0x3bd4c0bb657d6b99:0xd28dcfa580c35613!8m2!3d21.1362035!4d79.0993973!16s%2Fg%2F11j8k78y5q!19sChIJmWt9ZbvA1DsRE1bDgKXPjdI?authuser=0&hl=en&rclk=1"
"Vasan Industries","5.0","3","093731 0528","PVC industry Plot No","62 pauney layout","","https://www.google.com/maps/place/Vasan+Industries/data=!4m7!3m6!1s0x3bd4c7b453270c65:0x2b75492d30843bc3!8m2!3d21.190959!4d79.127779!16s%2Fg%2F11g0l6jd6f!19sChIJZQwnU7TH1DsRwzuEMC1JdSs?authuser=0&hl=en&rclk=1"
"Goyal Group Nagpur","4.3","6","087999 4917","Coal Supplier SG-1 Gulmohar Oppo Hislop College Civil LinesClosed ⋅ Opens 10 am","087999 49170","http://goyalironsteel.com/","https://www.google.com/maps/place/Goyal+Group+Nagpur/data=!4m7!3m6!1s0x3bd4c0f3b7d20bcd:0x2a22eb73be63dc18!8m2!3d21.1484076!4d79.0724324!16s%2Fg%2F11cn0tdmmb!19sChIJzQvSt_PA1DsRGNxjvnPrIio?authuser=0&hl=en&rclk=1"
"Laxmi Iron And Steel Industries Nagpur Pvt Ltd","3.3","8","099750 5089","Agricultural machinery manufacturer VCA Stadium Complex 108 & 109Closed ⋅ Opens 10 am","099750 50899","http://www.laxmiind.com/","https://www.google.com/maps/place/Laxmi+Iron+And+Steel+Industries+Nagpur+Pvt+Ltd/data=!4m7!3m6!1s0x3bd4c0f3c0000001:0xcaf586c95be1b1bb!8m2!3d21.1570552!4d79.0771718!16s%2Fg%2F1v_w0v54!19sChIJAQAAwPPA1DsRu7HhW8mG9co?authuser=0&hl=en&rclk=1"
"Shiva Steel","4.6","13","","Iron & Steel Store 5438+QJ4 Bhandara RdClosed ⋅ Opens 10 am","080 4278 3843","https://www.shivasteelindustries.com/","https://www.google.com/maps/place/Shiva+Steel/data=!4m7!3m6!1s0x3bd4c7311d4fee85:0x296fd3aa987550b9!8m2!3d21.1543783!4d79.1165659!16s%2Fg%2F1hc2x6bql!19sChIJhe5PHTHH1DsRuVB1mKrTbyk?authuser=0&hl=en&rclk=1"
"Univenture Industries Pvt Ltd","5.0","3","712 259 4567","Chemical Manufacturer 6Closed ⋅ Opens 9:30 am","0712 259 4567","http://www.univenture.co.in/","https://www.google.com/maps/place/Univenture+Industries+Pvt+Ltd/data=!4m7!3m6!1s0x3bd4c11ef82b6e4d:0xc78e930296d6ac43!8m2!3d21.171389!4d79.083589!16s%2Fg%2F11b6_dzgc7!19sChIJTW4r-B7B1DsRQ6zWlgKTjsc?authuser=0&hl=en&rclk=1"
"CIAN Agro Industries & Infrastructure Ltd. (Head Office)","5.0","8","712 255 1155","FMCG Manufacturer  4th Floor Gupta Tower Science College RoadClosed ⋅ Opens 9:30 am","0712 255 1155","https://www.cianindustries.com/","https://www.google.com/maps/place/CIAN+Agro+Industries+%26+Infrastructure+Ltd.+%28Head+Office%29/data=!4m7!3m6!1s0x3bd4c056af351cf5:0xc84a73a1414eeace!8m2!3d21.148447!4d79.0760116!16s%2Fg%2F11f00_6dhy!19sChIJ9Rw1r1bA1DsRzupOQaFzSsg?authuser=0&hl=en&rclk=1"
"Shreenath Engineering","5.0","1","094221 0317","Manufacturer II Wing No II Rajat Plaza Ghat Rd opp Union BankOpen ⋅ Closes 7:30 am ⋅ Reopens 10:30 am","094221 03172","https://www.indiamart.com/shreenathengineering-nagpur/","https://www.google.com/maps/place/Shreenath+Engineering/data=!4m7!3m6!1s0x3bd4c137a9f89631:0xb6ad16e3681ca8d2!8m2!3d21.141639!4d79.0883944!16s%2Fg%2F11j6qq8gxy!19sChIJMZb4qTfB1DsR0qgcaOMWrbY?authuser=0&hl=en&rclk=1"
"Nova Chemicals Co.","5.0","3","080555 7600","Laboratory equipment supplier Shop No101 First Floor Rahul Complex II St Stand RdClosed ⋅ Opens 10 am","080555 76006","https://www.novachemicalsco.com/","https://www.google.com/maps/place/Nova+Chemicals+Co./data=!4m7!3m6!1s0x3bd4c0be51e33a75:0x3df4dbc6167fb266!8m2!3d21.1401485!4d79.0958795!16s%2Fg%2F1vg6s5tf!19sChIJdTrjUb7A1DsRZrJ_Fsbb9D0?authuser=0&hl=en&rclk=1"
"Gaurav Industries","4.3","4","","Manufacturer 42FP+5QQ Ambazari - Hingna Rd","07104 236 691","https://www.gauravindustriesnagpur.com/","https://www.google.com/maps/place/Gaurav+Industries/data=!4m7!3m6!1s0x3bd4c00be8c2163d:0x7e5cb646217a2e75!8m2!3d21.122961!4d79.0369964!16s%2Fg%2F1tdx2lhc!19sChIJPRbC6AvA1DsRdS56IUa2XH4?authuser=0&hl=en&rclk=1"
"Hariom Plywood Manufacturing Company","4.7","11","","Lumber store Vishal Tower","10 No Pulia","http://m.indiamart.com/rkv-international/","https://www.google.com/maps/place/Hariom+Plywood+Manufacturing+Company/data=!4m7!3m6!1s0x3bd4c126eaaaaaab:0xbaefe20850493c07!8m2!3d21.1705974!4d79.095799!16s%2Fg%2F1v3dql54!19sChIJq6qq6ibB1DsRBzxJUAji77o?authuser=0&hl=en&rclk=1"
"Saket Steel Industries","4.0","4","098907 4444","Steel distributor Plot No8Eastern Industrial Area Street Scheme Kalamna RoadClosed ⋅ Opens 11 am","098907 44445","https://saketsteel.com/","https://www.google.com/maps/place/Saket+Steel+Industries/data=!4m7!3m6!1s0x3bd4c716d3c55551:0x66a449f80613db77!8m2!3d21.1564659!4d79.1376109!16s%2Fg%2F1tjt0d05!19sChIJUVXF0xbH1DsRd9sTBvhJpGY?authuser=0&hl=en&rclk=1"
"D Khandelwal Steel Corporation","5.0","39","070306 0908","Iron & Steel Store RIDDHI-SIDDHI TOWER Agnihotri Compound Ghat Rd near Eros MotorsClosed ⋅ Opens 10 am","070306 09081","https://www.indiamart.com/dkhandelwalsteelcorporation/","https://www.google.com/maps/place/D+Khandelwal+Steel+Corporation/data=!4m7!3m6!1s0x3bd4c0bc5ebc2acf:0x91ceaa3e5eb4c188!8m2!3d21.1409803!4d79.0885521!16s%2Fg%2F1thbv3br!19sChIJzyq8XrzA1DsRiMG0Xj6qzpE?authuser=0&hl=en&rclk=1"
"Dabur India Ltd.","5.0","23","","","","https://www.dabur.com/","https://www.google.com/maps/place/Dabur+India+Ltd./data=!4m7!3m6!1s0x3bd4ea8d31221167:0x95146ee68767c78c!8m2!3d21.1429844!4d79.1037993!16s%2Fg%2F11fslqt5td!19sChIJZxEiMY3q1DsRjMdnh-ZuFJU?authuser=0&hl=en&rclk=1"
"Rajkumar Agro Engineers Pvt Ltd","3.7","35","092252 3718","Manufacturer Ghat Rd near Union Bank Of IndiaClosed ⋅ Opens 10 am","092252 37183","http://www.rajkumaragromachine.com/","https://www.google.com/maps/place/Rajkumar+Agro+Engineers+Pvt+Ltd/data=!4m7!3m6!1s0x3bd4c0bc5ebc2acf:0x77b2761eba9101ee!8m2!3d21.1408969!4d79.0895823!16s%2Fg%2F1tf_lr_j!19sChIJzyq8XrzA1DsR7gGRuh52snc?authuser=0&hl=en&rclk=1"
"V. V. TIMBER INDUSTRIES","4.8","13","094236 6678","Lumber store 21Sardar Patel Timber Market Timber Merchant& Saw Mill Great Nag RdClosed ⋅ Opens 9 am","094236 66789","","https://www.google.com/maps/place/V.+V.+TIMBER+INDUSTRIES/data=!4m7!3m6!1s0x3bd4c0bc5ebc2acf:0x4e24f04847bdfbcb!8m2!3d21.1362989!4d79.0897277!16s%2Fg%2F1tdz38hp!19sChIJzyq8XrzA1DsRy_u9R0jwJE4?authuser=0&hl=en&rclk=1"
"Janta Poly Plast Industries","5.0","1","099606 9505","Manufacturer seva Sadan Central Avenue","099606 95058","","https://www.google.com/maps/place/Janta+Poly+Plast+Industries/data=!4m7!3m6!1s0x3bd4c73670210a0d:0x63fc8c17ed57895f!8m2!3d21.148946!4d79.116027!16s%2Fg%2F1tlbmm2l!19sChIJDQohcDbH1DsRX4lX7ReM_GM?authuser=0&hl=en&rclk=1"
"Siddharth Industries","","","098231 3316","","098231 33163","https://siddharthindustries-chem.com/","https://www.google.com/maps/place/Siddharth+Industries/data=!4m7!3m6!1s0x3bd4c0e449c271a7:0x2ba98a2b6f4ae034!8m2!3d21.1596492!4d79.0800767!16s%2Fg%2F11mvrp15dh!19sChIJp3HCSeTA1DsRNOBKbyuKqSs?authuser=0&hl=en&rclk=1"
"VAIDYA INDUSTRIES","3.5","31","800 121 5114","Manufacturer  33HW+94PClosed ⋅ Opens 10 am","1800 121 5114","http://www.vaidyaindustries.in/","https://www.google.com/maps/place/VAIDYA+INDUSTRIES/data=!4m7!3m6!1s0x3bd4bf26f0aea0b7:0x7e6f324cf7748eae!8m2!3d21.0784567!4d79.0953331!16s%2Fg%2F11c55w8z99!19sChIJt6Cu8Ca_1DsRro5090wyb34?authuser=0&hl=en&rclk=1"
"Nirmal Chemical Industries | Nagpur","5.0","1","","","","https://www.indiamart.com/nirmal-chemical-industries-nagpur/profile.html","https://www.google.com/maps/place/Nirmal+Chemical+Industries+%7C+Nagpur/data=!4m7!3m6!1s0xbe25cc592c1bacd:0xda039359a357fee7!8m2!3d21.0680074!4d82.7525294!16s%2Fg%2F11v3g0mp67!19sChIJzbrBksVc4gsR5_5Xo1mTA9o?authuser=0&hl=en&rclk=1"
"OAM INDUSTRIES (INDIA) PVT. LTD.","3.3","9","","FMCG Manufacturer  218 Mankapur Ring RdOpen","","","https://www.google.com/maps/place/OAM+INDUSTRIES+%28INDIA%29+PVT.+LTD./data=!4m7!3m6!1s0x3bd4c7d683eecd53:0xa3bc63207827594d!8m2!3d21.1568915!4d79.1477803!16s%2Fg%2F11lm7jskqb!19sChIJU83ug9bH1DsRTVkneCBjvKM?authuser=0&hl=en&rclk=1"
"Shivam Chemical","4.6","26","093269 3384","Chemical Manufacturer 628 roadClosed ⋅ Opens 9 am","093269 33842","https://shivamchemical.com/","https://www.google.com/maps/place/Shivam+Chemical/data=!4m7!3m6!1s0x3bd4c73016a26d05:0xfbe4aede4762d0e5!8m2!3d21.1410991!4d79.1073654!16s%2Fg%2F11qr2dp6w2!19sChIJBW2iFjDH1DsR5dBiR96u5Ps?authuser=0&hl=en&rclk=1"
"Purushottam Steel Wool Industries","5.0","1","095030 4500","Manufacturer 20 Vastu Pratik Apartments Se Rly Colony above Prasad Medical","095030 45001","http://steelfibers.in/","https://www.google.com/maps/place/Purushottam+Steel+Wool+Industries/data=!4m7!3m6!1s0x3bd4bf8affffffff:0x34ae746d1982dd3a!8m2!3d21.1156364!4d79.0447221!16s%2Fg%2F11qmmwtzfm!19sChIJ_____4q_1DsROt2CGW10rjQ?authuser=0&hl=en&rclk=1"
"Paris food industries","3.9","8","094217 7834","Food manufacturer plot no 1465 binaki layout opposite Doctor Ambedkar RoadClosed ⋅ Opens 10 am","094217 78342","","https://www.google.com/maps/place/Paris+food+industries/data=!4m7!3m6!1s0x3bd4c72b16102417:0x6da146549a59c41b!8m2!3d21.1660554!4d79.111167!16s%2Fg%2F11b7tgym8v!19sChIJFyQQFivH1DsRG8RZmlRGoW0?authuser=0&hl=en&rclk=1"
"Blueshine Steel Industries- Profile sheets manufacturer, Roofing sheets manufaturer.","4.9","11","","Manufacturer 192Closed ⋅ Opens 10 am","080 4369 3395","http://www.blueshinesteels.com/","https://www.google.com/maps/place/Blueshine+Steel+Industries-+Profile+sheets+manufacturer,+Roofing+sheets+manufaturer./data=!4m7!3m6!1s0x3bd4c73ebfffffff:0x948b966d164c2f43!8m2!3d21.1534051!4d79.1342841!16s%2Fg%2F1tdmyznb!19sChIJ____vz7H1DsRQy9MFm2Wi5Q?authuser=0&hl=en&rclk=1"
"PRABHU STEEL INDUSTRIES LTD","5.0","1","","","","http://prabhusteel.in/","https://www.google.com/maps/place/PRABHU+STEEL+INDUSTRIES+LTD/data=!4m7!3m6!1s0x3bd4c70c79193e71:0x767d3fefc180a99f!8m2!3d21.155559!4d79.1329372!16s%2Fg%2F11tczvz04w!19sChIJcT4ZeQzH1DsRn6mAwe8_fXY?authuser=0&hl=en&rclk=1"
"NOVOTAS BIOTECH PVT LTD","4.8","19","093298 7432","Pharmaceutical company Baba Deep singh BD/6 NAGAROpen","","","https://www.google.com/maps/place/NOVOTAS+BIOTECH+PVT+LTD/data=!4m7!3m6!1s0x3bd4c12c20f89941:0x7ec5137cc4362be0!8m2!3d21.1916808!4d79.1093425!16s%2Fg%2F11rf7mzfgw!19sChIJQZn4ICzB1DsR4Cs2xHwTxX4?authuser=0&hl=en&rclk=1"
"Utex Industries Private Limited","4.5","15","","","","https://www.utexindustries.org/","https://www.google.com/maps/place/Utex+Industries+Private+Limited/data=!4m7!3m6!1s0x3bd4c0bb657d6b99:0xd28dcfa580c35613!8m2!3d21.1362035!4d79.0993973!16s%2Fg%2F11j8k78y5q!19sChIJmWt9ZbvA1DsRE1bDgKXPjdI?authuser=0&hl=en&rclk=1"
"SAJAL INDUSTRIES","5.0","498","","Furniture Manufacturer  Bidgaon RdClosed ⋅ Opens 10 am","080 4861 7803","","https://www.google.com/maps/place/SAJAL+INDUSTRIES/data=!4m7!3m6!1s0x3bd4c777908de9fb:0xf4e4ffa46414e873!8m2!3d21.1388316!4d79.150854!16s%2Fg%2F11cl_jvcyt!19sChIJ--mNkHfH1DsRc-gUZKT_5PQ?authuser=0&hl=en&rclk=1"
"Shreenath Engineering","5.0","1","094221 0317","Manufacturer II Wing No II Rajat Plaza Ghat Rd opp Union BankOpen ⋅ Closes 7:30 am ⋅ Reopens 10:30 am","094221 03172","https://www.indiamart.com/shreenathengineering-nagpur/","https://www.google.com/maps/place/Shreenath+Engineering/data=!4m7!3m6!1s0x3bd4c137a9f89631:0xb6ad16e3681ca8d2!8m2!3d21.141639!4d79.0883944!16s%2Fg%2F11j6qq8gxy!19sChIJMZb4qTfB1DsR0qgcaOMWrbY?authuser=0&hl=en&rclk=1"
"Nitika Pharmaceutical Specialities Pvt. Ltd","4.5","17","712 255 4812","Pharmaceutical company Closed ⋅ Opens 9 am","0712 255 4812","https://nitikapharma.com/","https://www.google.com/maps/place/Nitika+Pharmaceutical+Specialities+Pvt.+Ltd/data=!4m7!3m6!1s0x3bd4c124e9930ff3:0x4d5f12af370da955!8m2!3d21.150477!4d79.0674774!16s%2Fg%2F11fhr7r4_x!19sChIJ8w-T6STB1DsRVakNN68SX00?authuser=0&hl=en&rclk=1"
"Janta Poly Plast Industries","5.0","1","099606 9505","Manufacturer seva Sadan Central Avenue","099606 95058","","https://www.google.com/maps/place/Janta+Poly+Plast+Industries/data=!4m7!3m6!1s0x3bd4c73670210a0d:0x63fc8c17ed57895f!8m2!3d21.148946!4d79.116027!16s%2Fg%2F1tlbmm2l!19sChIJDQohcDbH1DsRX4lX7ReM_GM?authuser=0&hl=en&rclk=1"
"A TO Z Glass ART | Glass Company Nagpur | Glass Industries Nagpur | UPVC Window | UPVC Door |","5.0","1","","Glass industry Plot No","208 Shanti Nagar","http://www.atozglasscompany.com/","https://www.google.com/maps/place/A+TO+Z+Glass+ART+%7C+Glass+Company+Nagpur+%7C+Glass+Industries+Nagpur+%7C+UPVC+Window+%7C+UPVC+Door+%7C/data=!4m7!3m6!1s0x3bd4c7e518d722c5:0xdfb1857a36a3d2bb!8m2!3d21.1608535!4d79.1184871!16s%2Fg%2F11l67tsmz2!19sChIJxSLXGOXH1DsRu9KjNnqFsd8?authuser=0&hl=en&rclk=1"
"Harsh Plastic","3.9","27","712 273 8541","Acrylic Dealer Sadoday Plaza 110 Central Ave near Mayo HosapitalClosed ⋅ Opens 11 am","0712 273 8541","","https://www.google.com/maps/place/Harsh+Plastic/data=!4m7!3m6!1s0x3bd4c0c011f8b8d1:0x3f14d73df31175fc!8m2!3d21.1531662!4d79.0925093!16s%2Fg%2F1tg38kd2!19sChIJ0bj4EcDA1DsR_HUR8z3XFD8?authuser=0&hl=en&rclk=1"
"SANGHAVI INDUSTRIES PVT LTD","","","098226 9298","","098226 92980","http://www.sanghavigroup.com/","https://www.google.com/maps/place/SANGHAVI+INDUSTRIES+PVT+LTD/data=!4m7!3m6!1s0x3bd4bf8affffffff:0xc0fa9e6aab7d8d0e!8m2!3d21.1156364!4d79.0447221!16s%2Fg%2F11h87596p7!19sChIJ_____4q_1DsRDo19q2qe-sA?authuser=0&hl=en&rclk=1"
"Geeta Trading Company","4.4","10","090499 9523","Industrial equipment supplier SEWA SADAN 85 KABRA CHAMBERS CENTRAL AVENUE ROAD CHOWKClosed ⋅ Opens 10:30 am","090499 95236","http://www.geetatradingcompany.com/","https://www.google.com/maps/place/Geeta+Trading+Company/data=!4m7!3m6!1s0x3bd4c155cfe75773:0x8575d53b2fb198b8!8m2!3d21.1511063!4d79.1016315!16s%2Fg%2F1tj7219r!19sChIJc1fnz1XB1DsRuJixLzvVdYU?authuser=0&hl=en&rclk=1"
"Sharda ISPAT Limited","3.8","10","712 264 0071","Steel fabricator  Transport PLaza Kamptee RdClosed ⋅ Opens 10 am","0712 264 0071","http://shardaispat.com/","https://www.google.com/maps/place/Sharda+ISPAT+Limited/data=!4m7!3m6!1s0x3bd4c8a980177129:0xf0efc8334ed9ece3!8m2!3d21.1845271!4d79.1186645!16s%2Fg%2F1tm111wh!19sChIJKXEXgKnI1DsR4-zZTjPI7_A?authuser=0&hl=en&rclk=1"
"Nagpur Garment Machinery","4.0","12","","","","","https://www.google.com/maps/place/Nagpur+Garment+Machinery/data=!4m7!3m6!1s0x3bd4c7118c44841b:0x4c6f30a8ec487593!8m2!3d21.1606678!4d79.1197316!16s%2Fg%2F11gv0wf4t_!19sChIJG4REjBHH1DsRk3VI7Kgwb0w?authuser=0&hl=en&rclk=1"
"Tirupati Industries Bansal Food Product","4.8","5","712 279 0502","Food products supplier Shop No:8 Shri Gurukrupa Palace Bhandara Road Transport Nagar Sonba Nagar East Wardhaman NagarClosed ⋅ Opens 10 am","0712 279 0502","","https://www.google.com/maps/place/Tirupati+Industries+Bansal+Food+Product/data=!4m7!3m6!1s0x3bd4c712f08a93ab:0xe1560082eb08d89e!8m2!3d21.1508306!4d79.1415286!16s%2Fg%2F1q665z5zq!19sChIJq5OK8BLH1DsRntgI64IAVuE?authuser=0&hl=en&rclk=1"
"Innova Pharmactive","4.6","12","712 264 1444","Pharmaceutical company NS-","13 to 16","https://www.innovapharmactive.com/","https://www.google.com/maps/place/Innova+Pharmactive/data=!4m7!3m6!1s0x3bd4c8a980177129:0x6932544e620bc321!8m2!3d21.1970043!4d79.1290029!16s%2Fg%2F1tfxf45p!19sChIJKXEXgKnI1DsRIcMLYk5UMmk?authuser=0&hl=en&rclk=1"
