"Title","Rating","Reviews","Phone","Industry","Address","Website","Google Maps Link"
"Ginger Mall","3.8","2,913","","","","","https://www.google.com/maps/place/Ginger+Mall/data=!4m7!3m6!1s0x3bd4c1233b3325cb:0x529bb4d3ad262a6!8m2!3d21.1770609!4d79.0893183!16s%2Fg%2F11csc8x67h!19sChIJyyUzOyPB1DsRpmLSOk27KQU?authuser=0&hl=en&rclk=1"
"Buldi iternetiv mall","4.0","715","","","","","https://www.google.com/maps/place/Buldi+iternetiv+mall/data=!4m7!3m6!1s0x3bd4c0bf880aacf7:0xd6c7e90bebdcc9a5!8m2!3d21.1450156!4d79.0892167!16s%2Fg%2F11g8_2hx9r!19sChIJ96wKiL_A1DsRpcnc6wvpx9Y?authuser=0&hl=en&rclk=1"
"Orange City Mall","4.2","18","","","","","https://www.google.com/maps/place/Orange+City+Mall/data=!4m7!3m6!1s0x3bd4bfa6eb69f12d:0x8c933832267e18a9!8m2!3d21.1042352!4d79.0680047!16s%2Fg%2F11khqzk9w7!19sChIJLfFp66a_1DsRqRh-JjI4k4w?authuser=0&hl=en&rclk=1"
"Poonam Mall VIP Road","4.1","55","","","","","https://www.google.com/maps/place/Poonam+Mall+VIP+Road/data=!4m7!3m6!1s0x3bd4c13f1264fdbf:0x6b46433ac5555de6!8m2!3d21.1373596!4d79.0685668!16s%2Fg%2F11k48mkqn2!19sChIJv_1kEj_B1DsR5l1VxTpDRms?authuser=0&hl=en&rclk=1"
"Apna Bazaar","4.0","2,787","098600 1108","Outlet mall  Mahajan MarketClosed ⋅ Opens 10 am","098600 11082  In","","https://www.google.com/maps/place/Apna+Bazaar/data=!4m7!3m6!1s0x3bd4c0c011f8b8d1:0x3f2e405d75b064cc!8m2!3d21.1444665!4d79.0817782!16s%2Fg%2F1th6c93v!19sChIJ0bj4EcDA1DsRzGSwdV1ALj8?authuser=0&hl=en&rclk=1"
"Aishwarya Mall","3.4","78","","","","","https://www.google.com/maps/place/Aishwarya+Mall/data=!4m7!3m6!1s0x3bd4b8b057437eab:0x44159180799940!8m2!3d21.109039!4d79.1188436!16s%2Fg%2F1pp2vk5l3!19sChIJq35DV7C41DsRQJl5gJEVRAA?authuser=0&hl=en&rclk=1"
"Empress City Mall Office","4.0","78","","","","","https://www.google.com/maps/place/Empress+City+Mall+Office/data=!4m7!3m6!1s0x3bd4c184109bed45:0x73117f78b24a4e5c!8m2!3d21.1481672!4d79.0932898!16s%2Fg%2F11fm_thwyc!19sChIJRe2bEITB1DsRXE5Ksnh_EXM?authuser=0&hl=en&rclk=1"
"Perfect Plaza","3.5","62","072181 5905","Shopping mall 33WF+WHJ Wardha RdClosed ⋅ Opens 8 am","072181 59050","","https://www.google.com/maps/place/Perfect+Plaza/data=!4m7!3m6!1s0x3bd4bf0cd567b271:0x9129d3ea6c6c2f4c!8m2!3d21.0973299!4d79.0738988!16s%2Fg%2F1q65cxnxq!19sChIJcbJn1Qy_1DsRTC9sbOrTKZE?authuser=0&hl=en&rclk=1"
"J P Square","4.1","231","093721 7909","Shopping mall  Law College Chowk Amravati RdClosed ⋅ Opens 9 am","093721 79090","","https://www.google.com/maps/place/J+P+Square/data=!4m7!3m6!1s0x3bd4c05f07b666af:0xe39085993374a73b!8m2!3d21.1464375!4d79.0621875!16s%2Fg%2F1q64qk901!19sChIJr2a2B1_A1DsRO6d0M5mFkOM?authuser=0&hl=en&rclk=1"
"PVR Cinemas Empress Mall, Nagpur","4.2","19,286","","","","","https://www.google.com/maps/place/PVR+Cinemas+Empress+Mall,+Nagpur/data=!4m7!3m6!1s0x3bd4c0c72a27cf8f:0x246b0c58faf4e9a2!8m2!3d21.1483534!4d79.0927118!16s%2Fg%2F11b70kmg8k!19sChIJj88nKsfA1DsRoun0-lgMayQ?authuser=0&hl=en&rclk=1"
"Frontier Shopping Mart","4.3","21","085301 1227","Shopping mall 203 Kamptee RdClosed ⋅ Opens 9:30 am","085301 12279","","https://www.google.com/maps/place/Frontier+Shopping+Mart/data=!4m7!3m6!1s0x3bd4c1d57e385a59:0xf8c715066048044a!8m2!3d21.1586582!4d79.0832668!16s%2Fg%2F11sq_tbcp8!19sChIJWVo4ftXB1DsRSgRIYAYVx_g?authuser=0&hl=en&rclk=1"
"Milton Mall, Gandhibagh","3.8","696","072649 7307","Shopping mallClosed ⋅ Opens 10:30 am","072649 73073  Delivery","","https://www.google.com/maps/place/Milton+Mall,+Gandhibagh/data=!4m7!3m6!1s0x3bd4c0cb607ee5f5:0xa7a817abdd86875!8m2!3d21.152151!4d79.1081879!16s%2Fg%2F11g6b42cp8!19sChIJ9eV-YMvA1DsRdWjYvXqBego?authuser=0&hl=en&rclk=1"
"TRENDS","4.1","1,214","074987 6966","Clothing store  VR Mall Great Nag Rd near Medical ChowkClosed ⋅ Opens 11 am","074987 69665  In","","https://www.google.com/maps/place/TRENDS/data=!4m7!3m6!1s0x3bd4c1ce7a5e72d7:0x8928adfc0719fa53!8m2!3d21.1330092!4d79.0967265!16s%2Fg%2F11fn62kt1z!19sChIJ13Jees7B1DsRU_oZB_ytKIk?authuser=0&hl=en&rclk=1"
"E-Prime Mall","5.0","1","","Shopping mall Waghmare House 1047/","50 Sujata Nagar","","https://www.google.com/maps/place/E-Prime+Mall/data=!4m7!3m6!1s0x3bd4c77d51213e4b:0xce0364f192830e31!8m2!3d21.1690185!4d79.1154652!16s%2Fg%2F11m84ftm57!19sChIJSz4hUX3H1DsRMQ6DkvFkA84?authuser=0&hl=en&rclk=1"
"Metro","4.6","20","","","","","https://www.google.com/maps/place/Metro/data=!4m7!3m6!1s0x3bd4c12be6e2c099:0xde43f764f511427e!8m2!3d21.1374171!4d79.0600593!16s%2Fg%2F11ghs8qt9h!19sChIJmcDi5ivB1DsRfkIR9WT3Q94?authuser=0&hl=en&rclk=1"
"SUBHASHISH SQUARE","4.7","41","","","","","https://www.google.com/maps/place/SUBHASHISH+SQUARE/data=!4m7!3m6!1s0x3bd4c11d94d7d535:0xfe93101a4a28a6e6!8m2!3d21.124901!4d79.0586205!16s%2Fg%2F11gvzc97rn!19sChIJNdXXlB3B1DsR5qYoShoQk_4?authuser=0&hl=en&rclk=1"
"Brands Republic","4.1","17","096656 5796","Shopping mall 104 Ravindra Nath Tagore Marg The Heritage Ravindra Nath Tagore MargClosed ⋅ Opens 11 am","096656 57961","","https://www.google.com/maps/place/Brands+Republic/data=!4m7!3m6!1s0x3bd4c0e51497d199:0x5792bc11a809c399!8m2!3d21.1573691!4d79.0773955!16s%2Fg%2F11c5sr03f3!19sChIJmdGXFOXA1DsRmcMJqBG8klc?authuser=0&hl=en&rclk=1"
"Sainath Complex","3.9","183","","","","","https://www.google.com/maps/place/Sainath+Complex/data=!4m7!3m6!1s0x3bd4c0d6bff92a67:0x9c5cef5116be511c!8m2!3d21.1691714!4d79.1008762!16s%2Fg%2F11c0wc295s!19sChIJZyr5v9bA1DsRHFG-FlHvXJw?authuser=0&hl=en&rclk=1"
"Shri Sunder Radhey Fashion Mall","3.7","173","080874 0033","Shopping mall 53HR+62W Main Bazar Road Jaripatka Nara Rd Jaripatka Cement Road Near Buddha ViharClosed ⋅ Opens 11 am","080874 00330","","https://www.google.com/maps/place/Shri+Sunder+Radhey+Fashion+Mall/data=!4m7!3m6!1s0x3bd4c122ffea274b:0xa1e890fe2cf49d1b!8m2!3d21.1781054!4d79.0900565!16s%2Fg%2F11cjhr0x9h!19sChIJSyfq_yLB1DsRG530LP6Q6KE?authuser=0&hl=en&rclk=1"
"Poonam Arcade","3.7","64","","","","","https://www.google.com/maps/place/Poonam+Arcade/data=!4m7!3m6!1s0x3bd4c0e448753857:0xc166ceb8ddbf12a1!8m2!3d21.1599353!4d79.0798916!16s%2Fg%2F1q69ymypm!19sChIJVzh1SOTA1DsRoRK_3bjOZsE?authuser=0&hl=en&rclk=1"
"Nagpur Mart","5.0","1","095271 7611","Shopping mall 19 VRG House Great Nag RdOpen","","","https://www.google.com/maps/place/Nagpur+Mart/data=!4m7!3m6!1s0x3bd4c721dfc8e8f5:0xe0c897ba8c55ab76!8m2!3d21.1244201!4d79.1133085!16s%2Fg%2F11q3cn5phm!19sChIJ9ejI3yHH1DsRdqtVjLqXyOA?authuser=0&hl=en&rclk=1"
"Reliance SMART Superstore","4.0","721","800 891 0001","Shopping mall  Suyog Palace near Aath Rasta ChowkClosed ⋅ Opens 7 am","1800 891 0001  In","","https://www.google.com/maps/place/Reliance+SMART+Superstore/data=!4m7!3m6!1s0x3bd4c1a6a80d5f65:0x330c3e372d1860fd!8m2!3d21.121531!4d79.0632456!16s%2Fg%2F11p62396r6!19sChIJZV8NqKbB1DsR_WAYLTc-DDM?authuser=0&hl=en&rclk=1"
"Vishal Mart","4.3","12","","","","","https://www.google.com/maps/place/Vishal+Mart/data=!4m7!3m6!1s0x3bd4c0a4bf89a447:0x6df77c6b40d780f3!8m2!3d21.1323256!4d79.0941523!16s%2Fg%2F11f4lj7zqs!19sChIJR6SJv6TA1DsR84DXQGt8920?authuser=0&hl=en&rclk=1"
"Big Mart Shopping Centre by Somgade Marketing","4.0","240","093718 6364","Shopping mall 780Closed ⋅ Opens 10 am","093718 63641","","https://www.google.com/maps/place/Big+Mart+Shopping+Centre+by+Somgade+Marketing/data=!4m7!3m6!1s0x3bd4c704971eded1:0xdcaa67791bfb74a9!8m2!3d21.1703445!4d79.1309944!16s%2Fg%2F11fn616knp!19sChIJ0d4elwTH1DsRqXT7G3lnqtw?authuser=0&hl=en&rclk=1"
"Lifestyle Stores","4.1","252","800 123 1555","Shopping mall  No 01 Ground & 1st Floor Trilium Mall Medical ChowkClosed ⋅ Opens 11 am","1800 123 1555  In","","https://www.google.com/maps/place/Lifestyle+Stores/data=!4m7!3m6!1s0x3bd4c19e59483c79:0x12cc507005fd6348!8m2!3d21.1329237!4d79.0952074!16s%2Fg%2F11hdsc1vwj!19sChIJeTxIWZ7B1DsRSGP9BXBQzBI?authuser=0&hl=en&rclk=1"
"Poonam Chambers","4.0","5,084","","","","","https://www.google.com/maps/place/Poonam+Chambers/data=!4m7!3m6!1s0x3bd4c11c4de441ed:0x6f3fd09905719719!8m2!3d21.1712764!4d79.0794332!16s%2Fg%2F1hdzl_s5r!19sChIJ7UHkTRzB1DsRGZdxBZnQP28?authuser=0&hl=en&rclk=1"
"DB MART, WADI","4.0","426","086696 8012","Shopping mallClosed ⋅ Opens 10 am","086696 80122  On","","https://www.google.com/maps/place/DB+MART,+WADI/data=!4m7!3m6!1s0x3bd4eaed966d0553:0x38ed1d3dd916499f!8m2!3d21.1492153!4d78.9928428!16s%2Fg%2F11f3jy1s2r!19sChIJUwVtlu3q1DsRn0kW2T0d7Tg?authuser=0&hl=en&rclk=1"
"Gaysons - Tots & Teens","4.0","777","712 252 2755","Shopping mall  Shop No","24 Glocal Square Mall","","https://www.google.com/maps/place/Gaysons+-+Tots+%26+Teens/data=!4m7!3m6!1s0x3bd4c094a07a3a6d:0x307b6162ea347cb1!8m2!3d21.143777!4d79.0822488!16s%2Fg%2F12608g4dn!19sChIJbTp6oJTA1DsRsXw06mJhezA?authuser=0&hl=en&rclk=1"
"Krishnai Seasonal","4.9","17","","","","","https://www.google.com/maps/place/Krishnai+Seasonal/data=!4m7!3m6!1s0x3bd4bff43288b5b5:0x8035730b6894ad8!8m2!3d21.115163!4d79.0370483!16s%2Fg%2F11hbnsxksy!19sChIJtbWIMvS_1DsR2EqJtjBXAwg?authuser=0&hl=en&rclk=1"
"Empress mall parking","4.7","3","","","","","https://www.google.com/maps/place/Empress+mall+parking/data=!4m7!3m6!1s0x3bd4c15f38bba831:0x26672b6f9cfbdbd7!8m2!3d21.1475417!4d79.0919681!16s%2Fg%2F11j59hj46w!19sChIJMai7OF_B1DsR19v7nG8rZyY?authuser=0&hl=en&rclk=1"
"Deepchand foam & fabrices,Rana complex","4.0","28","","","","","https://www.google.com/maps/place/Deepchand+foam+%26+fabrices,Rana+complex/data=!4m7!3m6!1s0x3bd4c1f2adf87a31:0x82e19219dedb91fb!8m2!3d21.1541303!4d79.1049568!16s%2Fg%2F11j7d9tczx!19sChIJMXr4rfLB1DsR-5Hb3hmS4YI?authuser=0&hl=en&rclk=1"
"Toonz Retail - Kids Store - Trilium Mall","4.2","78","712 678 1051","Childrens Store Shop No","1 Second Floor Trilium Mall","","https://www.google.com/maps/place/Toonz+Retail+-+Kids+Store+-+Trilium+Mall/data=!4m7!3m6!1s0x3bd4c1fc80ba0623:0x3d4bbec4743fe4ae!8m2!3d21.1328412!4d79.0968611!16s%2Fg%2F11h519y55d!19sChIJIwa6gPzB1DsRruQ_dMS-Sz0?authuser=0&hl=en&rclk=1"
"MovieMax","4.2","12,186","","","","","https://www.google.com/maps/place/MovieMax/data=!4m7!3m6!1s0x3bd4c093419ccded:0x21900b615c243eed!8m2!3d21.14323!4d79.080348!16s%2Fg%2F11t75tnp6t!19sChIJ7c2cQZPA1DsR7T4kXGELkCE?authuser=0&hl=en&rclk=1"
"Vardi mall","2.9","8","","","","","https://www.google.com/maps/place/Vardi+mall/data=!4m7!3m6!1s0x3bd4c10489432959:0xb025db5ca4535f7b!8m2!3d21.141741!4d79.1023717!16s%2Fg%2F11fpn1xncb!19sChIJWSlDiQTB1DsRe19TpFzbJbA?authuser=0&hl=en&rclk=1"
"Ved Solitaire","3.5","21","","","","","https://www.google.com/maps/place/Ved+Solitaire/data=!4m7!3m6!1s0x3bd4c1253fa722ff:0x795f01a2416a0434!8m2!3d21.1380132!4d79.0583642!16s%2Fg%2F11j4sp63g9!19sChIJ_yKnPyXB1DsRNARqQaIBX3k?authuser=0&hl=en&rclk=1"
"Burdi shoping","4.3","120","","","","","https://www.google.com/maps/place/Burdi+shoping/data=!4m7!3m6!1s0x3bd4c1286bb7071f:0x8f902195569082f3!8m2!3d21.1416049!4d79.0840725!16s%2Fg%2F11n97f6bvx!19sChIJHwe3ayjB1DsR84KQVpUhkI8?authuser=0&hl=en&rclk=1"
"Brand Street Telephone Exchange Sqaure","4.7","42","084467 6670","Clothing store Unnamed RoadClosed ⋅ Opens 12:30 pm","084467 66703  In","","https://www.google.com/maps/place/Brand+Street+Telephone+Exchange+Sqaure/data=!4m7!3m6!1s0x3bd4c7a9b1f5103b:0xd5ebd4e27778710a!8m2!3d21.1454453!4d79.1186834!16s%2Fg%2F11jpdww461!19sChIJOxD1sanH1DsRCnF4d-LU69U?authuser=0&hl=en&rclk=1"
"Amezing Expiriance","3.7","3","","","","","https://www.google.com/maps/place/Amezing+Expiriance/data=!4m7!3m6!1s0x3bd4c1cb4c826f31:0x3a73932aeec19ada!8m2!3d21.1480744!4d79.093589!16s%2Fg%2F11rxhvkqcz!19sChIJMW-CTMvB1DsR2prB7iqTczo?authuser=0&hl=en&rclk=1"
"Max","4.1","2,934","712 298 4311","Shopping mall Enrico Wardha Rd beside Sara ShowroomClosed ⋅ Opens 10:30 am","0712 298 4311  In","","https://www.google.com/maps/place/Max/data=!4m7!3m6!1s0x3bd4bf753abb6593:0xf03030094a16e88e!8m2!3d21.1054657!4d79.0692762!16s%2Fg%2F11g0h21wzz!19sChIJk2W7OnW_1DsRjugWSgkwMPA?authuser=0&hl=en&rclk=1"
"Everest Plaza","3.7","6","","","","","https://www.google.com/maps/place/Everest+Plaza/data=!4m7!3m6!1s0x3bd4c0ce5e132691:0x81ce23c01631104c!8m2!3d21.155104!4d79.1025469!16s%2Fg%2F11gdjpq760!19sChIJkSYTXs7A1DsRTBAxFsAjzoE?authuser=0&hl=en&rclk=1"
"Westside","4.2","2,610","088064 9997","Shopping mall  A Unit of Trent Limited Fidvi Tower Sadar Bazar Main Rd opp Saraf chambersClosed ⋅ Opens 11 am","088064 99977  In","","https://www.google.com/maps/place/Westside/data=!4m7!3m6!1s0x3bd4c1d58baaede1:0xe6b56ff3c63e2a93!8m2!3d21.159367!4d79.078069!16s%2Fg%2F11cs6f64xv!19sChIJ4e2qi9XB1DsRkyo-xvNvteY?authuser=0&hl=en&rclk=1"
"Max","3.8","35","096654 6345","Shopping mall ","1 st Floor","","https://www.google.com/maps/place/Max/data=!4m7!3m6!1s0x3bd4c12adbe3ab2d:0xad4ee17bf2b9c971!8m2!3d21.1324203!4d79.0970179!16s%2Fg%2F11fr1lxnkc!19sChIJLavj2yrB1DsRccm58nvhTq0?authuser=0&hl=en&rclk=1"
"Ambience Interior Mall - Furniture, Decor, Spacewood Dealer in Nagpur","4.0","516","088050 0698","Furniture store 16 Great Nag Rd near Dainik BhaskarClosed ⋅ Opens 10:30 am","088050 06988  In","","https://www.google.com/maps/place/Ambience+Interior+Mall+-+Furniture,+Decor,+Spacewood+Dealer+in+Nagpur/data=!4m7!3m6!1s0x3bd4c75b6aaaaaab:0x16210a647b5b84f9!8m2!3d21.1363051!4d79.100748!16s%2Fg%2F1vc_ntmx!19sChIJq6qqalvH1DsR-YRbe2QKIRY?authuser=0&hl=en&rclk=1"
"AMAN FASHION MALL","3.6","16","","","","","https://www.google.com/maps/place/AMAN+FASHION+MALL/data=!4m7!3m6!1s0x3bd4c1a87ce0958d:0x92eff6c758d46df0!8m2!3d21.1780891!4d79.0900569!16s%2Fg%2F11qmr7cx_l!19sChIJjZXgfKjB1DsR8G3UWMf275I?authuser=0&hl=en&rclk=1"
"Reliance SMART Superstore","4.2","642","800 891 0001","Shopping mall  VR Mall near Great Nag Rd near Medical ChowkClosed ⋅ Opens 7 am","1800 891 0001  In","","https://www.google.com/maps/place/Reliance+SMART+Superstore/data=!4m7!3m6!1s0x3bd4c15d9ca1a62d:0x387256c663a34cfe!8m2!3d21.1327909!4d79.0969281!16s%2Fg%2F11frr3jmk1!19sChIJLaahnF3B1DsR_kyjY8ZWcjg?authuser=0&hl=en&rclk=1"
"Westside","4.0","259","077670 0901","Clothing store  West side orange city mall squareClosed ⋅ Opens 11 am","077670 09010  Delivery","","https://www.google.com/maps/place/Westside/data=!4m7!3m6!1s0x3bd4bfd7282455f5:0x5e6a3a2cfa888518!8m2!3d21.1042682!4d79.0679237!16s%2Fg%2F11twhyn7fg!19sChIJ9VUkKNe_1DsRGIWI-iw6al4?authuser=0&hl=en&rclk=1"
"LOVELY COMPLEX","4.8","12","094223 0602","Shopping mall 17Temporarily closed","094223 06025","","https://www.google.com/maps/place/LOVELY+COMPLEX/data=!4m7!3m6!1s0x3bd4c0d62909bb15:0x11ca41a17d6588c0!8m2!3d21.1693377!4d79.1017338!16s%2Fg%2F11f0wn0fy5!19sChIJFbsJKdbA1DsRwIhlfaFByhE?authuser=0&hl=en&rclk=1"
"Millennium shopping mall, laxmi nagar sq,","4.5","2","093735 0487","Shipping company 43H6+8H9 W High Ct RdClosed ⋅ Opens 10 am","093735 04879","","https://www.google.com/maps/place/Millennium+shopping+mall,+laxmi+nagar+sq,/data=!4m7!3m6!1s0x3bd4c15411b7fc59:0x6425bd072886cee9!8m2!3d21.1282906!4d79.0614713!16s%2Fg%2F11hdj9cz81!19sChIJWfy3EVTB1DsR6c6GKAe9JWQ?authuser=0&hl=en&rclk=1"
"Barbeque Nation - Nagpur - Eternity Mall","4.4","5,611","","₹800–1000Barbecue  2nd Floor Eternity Mall Amravati RdClosed ⋅ Opens 12 pm","080 6902 8737  Dine","https://www.google.com/maps/reserve/v/dine/c/uz34zSi1xaQ?source=pa&opi=79508299&hl=en-IN&gei=a5_9ZtTCNP-t4-EPv_GN6A0&sourceurl=https://www.google.com/search?tbm%3Dmap%26authuser%3D0%26hl%3Den%26gl%3Din%26pb%3D!4m12!1m3!1d30200.271434201255!2d79.0435698038303!3d21.108624312932488!2m3!1f0!2f0!3f0!3m2!1i1440!2i812!4f13.1!7i20!8i40!10b1!12m21!1m2!18b1!30b1!2m3!5m1!6e2!20e3!10b1!12b1!13b1!16b1!17m1!3e1!20m4!5e2!6b1!8b1!14b1!46m1!1b0!94b1!19m4!2m3!1i360!2i120!4i8!20m57!2m2!1i203!2i100!3m2!2i4!5b1!6m6!1m2!1i86!2i86!1m2!1i408!2i240!7m42!1m3!1e1!2b0!3e3!1m3!1e2!2b1!3e2!1m3!1e2!2b0!3e3!1m3!1e8!2b0!3e3!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e9!2b1!3e2!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e10!2b0!3e4!2b1!4b1!9b0!22m2!1s2Zr9Zp2jFvq74-EPmrOEqAU!7e81!24m104!1m31!13m9!2b1!3b1!4b1!6i1!8b1!9b1!14b1!20b1!25b1!18m20!3b1!4b1!5b1!6b1!9b1!12b1!13b1!14b1!17b1!20b1!21b1!22b1!25b1!27m1!1b0!28b0!31b0!32b0!33m1!1b0!10m1!8e3!11m1!3e1!14m1!3b1!17b1!20m2!1e3!1e6!24b1!25b1!26b1!29b1!30m1!2b1!36b1!39m3!2m2!2i1!3i1!43b1!52b1!54m1!1b1!55b1!56m1!1b1!65m5!3m4!1m3!1m2!1i224!2i298!71b1!72m19!1m5!1b1!2b1!3b1!5b1!7b1!4b1!8m10!1m6!4m1!1e1!4m1!1e3!4m1!1e4!3sother_user_reviews!6m1!1e1!9b1!89b1!98m3!1b1!2b1!3b1!103b1!113b1!114m3!1b1!2m1!1b1!117b1!122m1!1b1!125b0!126b1!127b1!26m4!2m3!1i80!2i92!4i8!30m28!1m6!1m2!1i0!2i0!2m2!1i530!2i812!1m6!1m2!1i1390!2i0!2m2!1i1440!2i812!1m6!1m2!1i0!2i0!2m2!1i1440!2i20!1m6!1m2!1i0!2i792!2m2!1i1440!2i812!34m18!2b1!3b1!4b1!6b1!8m6!1b1!3b1!4b1!5b1!6b1!7b1!9b1!12b1!14b1!20b1!23b1!25b1!26b1!37m1!1e81!42b1!46m1!1e10!47m0!49m9!3b1!6m2!1b1!2b1!7m2!1e3!2b1!8b1!9b1!50m26!1m21!2m7!1u3!4sOpen%2Bnow!5e1!9s0ahUKEwj_lrbHt_CIAxUg1DgGHdX4AmwQ_KkBCPEFKBY!10m2!3m1!1e1!2m7!1u2!4sTop-rated!5e1!9s0ahUKEwj_lrbHt_CIAxUg1DgGHdX4AmwQ_KkBCPIFKBc!10m2!2m1!1e1!3m1!1u3!3m1!1u2!4BIAE!2e2!3m2!1b1!3b1!59BQ2dBd0Fn!67m2!7b1!10b1!69i708%26q%3Dmalls%2Bin%2Bnagpur%26ech%3D115%26psi%3D2Zr9Zp2jFvq74-EPmrOEqAU.1727896282472.1","https://www.google.com/maps/place/Barbeque+Nation+-+Nagpur+-+Eternity+Mall/data=!4m7!3m6!1s0x3bd4c09341ae8c1b:0x1a8f421e441c162b!8m2!3d21.1433734!4d79.0800933!16s%2Fg%2F11cjkqd5gt!19sChIJG4yuQZPA1DsRKxYcRB5Cjxo?authuser=0&hl=en&rclk=1"
"Premier Plaza Mall","3.9","16,650","","Shopping mall  CTS No: 4510 4513 Old Mumbai RdBusy destination for shopping & moviesClosed ⋅ Opens 10:30 am","020 3072 0328  On","","https://www.google.com/maps/place/Premier+Plaza+Mall/data=!4m7!3m6!1s0x3bc2b9cc0b03fff9:0x43033837fb379c64!8m2!3d18.6365588!4d73.7964383!16s%2Fg%2F11g6wrx847!19sChIJ-f8DC8y5wjsRZJw3-zc4A0M?authuser=0&hl=en&rclk=1"
"DMart Hingna Nagpur","4.3","10,051","","Supermarket  Hingna RdClosed ⋅ Opens 8 am","022 6812 0900","","https://www.google.com/maps/place/DMart+Hingna+Nagpur/data=!4m7!3m6!1s0x3bd4959495b0eb9f:0xa8bb03909e166a9f!8m2!3d21.0845054!4d78.970672!16s%2Fg%2F11gsb9y1zs!19sChIJn-uwlZSV1DsRn2oWnpADu6g?authuser=0&hl=en&rclk=1"
